date,symbol,close,volume
2024-06-27,DEMO_B,41.88,467755
2024-06-28,DEMO_B,41.41,473521
2024-07-01,DEMO_B,41.5,595548
2024-07-02,DEMO_B,42.08,337331
2024-07-03,DEMO_B,41.97,370400
2024-07-05,DEMO_B,42.21,338712
2024-07-08,DEMO_B,42.46,592207
2024-07-09,DEMO_B,43.01,353768
2024-07-10,DEMO_B,43.71,662816
2024-07-11,DEMO_B,44.13,494751
2024-07-12,DEMO_B,43.79,415303
2024-07-15,DEMO_B,43.29,302347
2024-07-16,DEMO_B,43.16,493176
2024-07-17,DEMO_B,42.88,334020
2024-07-18,DEMO_B,42.74,664775
2024-07-19,DEMO_B,42.69,527729
2024-07-22,DEMO_B,41.94,575128
2024-07-23,DEMO_B,42.37,463991
2024-07-24,DEMO_B,42.89,419424
2024-07-25,DEMO_B,42.52,659802
2024-07-26,DEMO_B,42.18,679803
2024-07-29,DEMO_B,42.36,582603
2024-07-30,DEMO_B,42.74,639338
2024-07-31,DEMO_B,42.74,591435
2024-08-01,DEMO_B,43.44,669970
2024-08-02,DEMO_B,43,571416
2024-08-05,DEMO_B,43.09,620520
2024-08-06,DEMO_B,43.78,634413
2024-08-07,DEMO_B,43.73,542989
2024-08-08,DEMO_B,44.19,481580
2024-08-09,DEMO_B,44.34,452517
2024-08-12,DEMO_B,44.78,310322
2024-08-13,DEMO_B,44.88,712226
2024-08-14,DEMO_B,45.37,703519
2024-08-15,DEMO_B,45.61,650775
2024-08-16,DEMO_B,45.69,423837
2024-08-19,DEMO_B,45.42,323424
2024-08-20,DEMO_B,45.2,710199
2024-08-21,DEMO_B,45.25,522668
2024-08-22,DEMO_B,45.01,645775
2024-08-23,DEMO_B,44.25,503257
2024-08-26,DEMO_B,44.27,639018
2024-08-27,DEMO_B,44.47,518459
2024-08-28,DEMO_B,44.63,370424
2024-08-29,DEMO_B,44.25,375061
2024-08-30,DEMO_B,44.45,704344
2024-09-03,DEMO_B,44.54,538121
2024-09-04,DEMO_B,45.1,599429
2024-09-05,DEMO_B,44.27,667947
2024-09-06,DEMO_B,43.93,476164
2024-09-09,DEMO_B,43.57,581704
2024-09-10,DEMO_B,43.13,491632
2024-09-11,DEMO_B,42.69,617358
2024-09-12,DEMO_B,42.41,689496
2024-09-13,DEMO_B,41.7,665188
2024-09-16,DEMO_B,41.97,331151
2024-09-17,DEMO_B,41.44,673407
2024-09-18,DEMO_B,41.06,304795
2024-09-19,DEMO_B,41.52,693013
2024-09-20,DEMO_B,41.2,497855
2024-09-23,DEMO_B,41.61,649833
2024-09-24,DEMO_B,41.77,420207
2024-09-25,DEMO_B,42.22,650519
2024-09-26,DEMO_B,41.94,400883
2024-09-27,DEMO_B,41.6,687918
2024-09-30,DEMO_B,41.72,342752
2024-10-01,DEMO_B,41.51,332881
2024-10-02,DEMO_B,42.07,617895
2024-10-03,DEMO_B,42.21,551063
2024-10-04,DEMO_B,42.05,313993
2024-10-07,DEMO_B,41.85,450165
2024-10-08,DEMO_B,41.17,358153
2024-10-09,DEMO_B,41.33,631171
2024-10-10,DEMO_B,41.86,315729
2024-10-11,DEMO_B,42.52,699067
2024-10-14,DEMO_B,42.94,580133
2024-10-15,DEMO_B,42.69,640367
2024-10-16,DEMO_B,42.63,573575
2024-10-17,DEMO_B,42.18,450580
2024-10-18,DEMO_B,42.51,711716
2024-10-21,DEMO_B,42.94,651537
2024-10-22,DEMO_B,43.13,376832
2024-10-23,DEMO_B,42.33,584800
2024-10-24,DEMO_B,42.16,681122
2024-10-25,DEMO_B,42.67,611029
2024-10-28,DEMO_B,42.32,426015
2024-10-29,DEMO_B,41.76,322356
2024-10-30,DEMO_B,41.49,544270
2024-10-31,DEMO_B,41.5,528374
2024-11-01,DEMO_B,42.05,318701
2024-11-04,DEMO_B,41.65,392396
2024-11-05,DEMO_B,41.31,297449
2024-11-06,DEMO_B,40.8,400019
2024-11-07,DEMO_B,40.08,314708
2024-11-08,DEMO_B,40.43,534593
2024-11-11,DEMO_B,40.18,649536
2024-11-12,DEMO_B,39.96,329817
2024-11-13,DEMO_B,40.42,624125
2024-11-14,DEMO_B,40.15,449524
2024-11-15,DEMO_B,40.29,449495
2024-11-18,DEMO_B,39.75,677458
2024-11-19,DEMO_B,39.16,436276
2024-11-20,DEMO_B,38.52,457060
2024-11-21,DEMO_B,39.15,716784
2024-11-22,DEMO_B,39.08,631579
2024-11-25,DEMO_B,39,687386
2024-11-26,DEMO_B,39.16,601609
2024-11-27,DEMO_B,39.79,402708
2024-11-29,DEMO_B,40.26,468080
2024-12-02,DEMO_B,40.4,693050
2024-12-03,DEMO_B,40.58,366282
2024-12-04,DEMO_B,41.09,630445
2024-12-05,DEMO_B,41.31,549121
2024-12-06,DEMO_B,41.51,443074
2024-12-09,DEMO_B,42.03,345956
2024-12-10,DEMO_B,41.82,506341
2024-12-11,DEMO_B,41.07,392409
2024-12-12,DEMO_B,40.52,572108
2024-12-13,DEMO_B,40.06,673645
2024-12-16,DEMO_B,40.23,555744
2024-12-17,DEMO_B,40.88,708634
2024-12-18,DEMO_B,41.39,324656
2024-12-19,DEMO_B,40.69,685947
2024-12-20,DEMO_B,40.56,425314
2024-12-23,DEMO_B,39.8,361367
2024-12-24,DEMO_B,40.35,609361
2024-12-26,DEMO_B,39.99,496493
2024-12-27,DEMO_B,39.69,652769
2024-12-30,DEMO_B,39.37,568771
2024-12-31,DEMO_B,39.43,692340
2024-01-02,DEMO_C,249.48,86923
2024-01-03,DEMO_C,251.02,58583
2024-01-04,DEMO_C,250.65,91977
2024-01-05,DEMO_C,251.34,71054
2024-01-08,DEMO_C,250.6,72085
2024-01-09,DEMO_C,250.89,81198
2024-01-10,DEMO_C,252.74,113783
2024-01-11,DEMO_C,254.38,124832
2024-01-12,DEMO_C,254.2,70678
2024-01-16,DEMO_C,255.75,88291
2024-01-17,DEMO_C,257.6,68308
2024-01-18,DEMO_C,258.76,93671
2024-01-19,DEMO_C,260.22,61461
2024-01-22,DEMO_C,259.79,83109
2024-01-23,DEMO_C,259.25,79335
2024-01-24,DEMO_C,259.51,98422
2024-01-25,DEMO_C,259.52,98300
2024-01-26,DEMO_C,258.34,64645
2024-01-29,DEMO_C,259.69,58670
2024-01-30,DEMO_C,258.01,115326
2024-01-31,DEMO_C,258.78,99164
2024-02-01,DEMO_C,257.46,131730
2024-02-02,DEMO_C,258.79,120031
2024-02-05,DEMO_C,260.32,101432
2024-02-06,DEMO_C,258.75,63302
2024-02-07,DEMO_C,259.41,132812
2024-02-08,DEMO_C,260.33,68624
2024-02-09,DEMO_C,259.56,101428
2024-02-12,DEMO_C,258.48,106376
2024-02-13,DEMO_C,257.37,95835
2024-02-14,DEMO_C,258.14,64061
2024-02-15,DEMO_C,259.06,58066
2024-02-16,DEMO_C,257.93,81719
2024-02-20,DEMO_C,256.62,93100
2024-02-21,DEMO_C,255.25,96279
2024-02-22,DEMO_C,254.06,71650
2024-02-23,DEMO_C,253.24,79238
2024-02-26,DEMO_C,254.84,61285
2024-02-27,DEMO_C,256.41,61301
2024-02-28,DEMO_C,256.58,90679
2024-02-29,DEMO_C,255.06,77294
2024-03-01,DEMO_C,254.95,104335
2024-03-04,DEMO_C,254.97,59795
2024-03-05,DEMO_C,255.94,94315
2024-03-06,DEMO_C,255.04,94728
2024-03-07,DEMO_C,255.29,129737
2024-03-08,DEMO_C,254.62,82121
2024-03-11,DEMO_C,255.05,68089
2024-03-12,DEMO_C,255.28,82402
2024-03-13,DEMO_C,254.46,71569
2024-03-14,DEMO_C,254.35,80753
2024-03-15,DEMO_C,252.89,69830
2024-03-18,DEMO_C,251.83,112194
2024-03-19,DEMO_C,252.92,107590
2024-03-20,DEMO_C,251.35,79224
2024-03-21,DEMO_C,253.09,78239
2024-03-22,DEMO_C,253.51,79302
2024-03-25,DEMO_C,254.46,95792
2024-03-26,DEMO_C,252.92,136477
2024-03-27,DEMO_C,252.54,63157
2024-03-28,DEMO_C,253.19,138427
2024-04-01,DEMO_C,252.17,106156
2024-04-02,DEMO_C,252.07,113953
2024-04-03,DEMO_C,250.71,106839
2024-04-04,DEMO_C,249.56,85028
2024-04-05,DEMO_C,251.26,134263
2024-04-08,DEMO_C,252.11,117235
2024-04-09,DEMO_C,250.66,134662
2024-04-10,DEMO_C,250.78,104515
2024-04-11,DEMO_C,252.13,111079
2024-04-12,DEMO_C,253.76,112202
2024-04-15,DEMO_C,254.84,125824
2024-04-16,DEMO_C,254.26,129006
2024-04-17,DEMO_C,254.04,136884
2024-04-18,DEMO_C,253.65,119471
2024-04-19,DEMO_C,254.67,105115
2024-04-22,DEMO_C,256.4,129358
2024-04-23,DEMO_C,254.82,136455
2024-04-24,DEMO_C,253.41,75870
2024-04-25,DEMO_C,254.07,77164
2024-04-26,DEMO_C,255.17,108670
2024-04-29,DEMO_C,254.24,109711
2024-04-30,DEMO_C,252.6,82364
2024-05-01,DEMO_C,252.59,114004
2024-05-02,DEMO_C,254.22,87175
2024-05-03,DEMO_C,253.02,116294
2024-05-06,DEMO_C,253.27,84744
2024-05-07,DEMO_C,251.69,122258
2024-05-08,DEMO_C,251.07,101018
2024-05-09,DEMO_C,251.86,101291
2024-05-10,DEMO_C,253.45,130653
2024-05-13,DEMO_C,252.86,61461
2024-05-14,DEMO_C,254.28,111049
2024-05-15,DEMO_C,254.86,63225
2024-05-16,DEMO_C,255.36,114307
2024-05-17,DEMO_C,256.67,91165
2024-05-20,DEMO_C,255.85,116146
2024-05-21,DEMO_C,256.6,126753
2024-05-22,DEMO_C,257.3,123005
2024-05-23,DEMO_C,258.44,96645
2024-05-24,DEMO_C,259.81,84347
2024-05-28,DEMO_C,258.53,132941
2024-05-29,DEMO_C,256.86,115404
2024-05-30,DEMO_C,257.57,105079
2024-05-31,DEMO_C,258.17,79022
2024-06-03,DEMO_C,259.62,129156
2024-06-04,DEMO_C,258.91,101458
2024-06-05,DEMO_C,260.4,117497
2024-06-06,DEMO_C,262.17,96050
2024-06-07,DEMO_C,262.25,62480
2024-06-10,DEMO_C,261.66,136563
2024-06-11,DEMO_C,261.04,101696
2024-06-12,DEMO_C,262,58190
2024-06-13,DEMO_C,263.19,119157
2024-06-14,DEMO_C,263.43,126285
2024-06-17,DEMO_C,262.46,68078
2024-06-18,DEMO_C,261.79,110067
2024-06-20,DEMO_C,262.41,84828
2024-06-21,DEMO_C,261.49,68662
2024-06-24,DEMO_C,260.17,81172
2024-06-25,DEMO_C,258.91,95675
2024-06-26,DEMO_C,257.63,57174
2024-06-27,DEMO_C,257.23,70300
2024-06-28,DEMO_C,258.96,64019
2024-07-01,DEMO_C,258.79,130148
2024-07-02,DEMO_C,259.38,134135
2024-07-03,DEMO_C,260.02,62848
2024-07-05,DEMO_C,259.25,128499
2024-07-08,DEMO_C,259.55,128684
2024-07-09,DEMO_C,259.18,59792
2024-07-10,DEMO_C,260.11,85790
2024-07-11,DEMO_C,258.93,88564
2024-07-12,DEMO_C,260.6,94026
2024-07-15,DEMO_C,259.44,90264
2024-07-16,DEMO_C,257.99,105140
2024-07-17,DEMO_C,259.09,85066
2024-07-18,DEMO_C,258.37,128300
2024-07-19,DEMO_C,259.02,126313
2024-07-22,DEMO_C,259.25,99897
2024-07-23,DEMO_C,260.22,107585
2024-07-24,DEMO_C,261.2,77308
2024-07-25,DEMO_C,259.61,100484
2024-07-26,DEMO_C,260.89,91490
2024-07-29,DEMO_C,260.72,124824
2024-07-30,DEMO_C,259.06,105471
2024-07-31,DEMO_C,258.04,81640
2024-08-01,DEMO_C,256.58,78362
2024-08-02,DEMO_C,257.99,122144
2024-08-05,DEMO_C,259.17,65286
2024-08-06,DEMO_C,258.28,63296
2024-08-07,DEMO_C,257.49,57021
2024-08-08,DEMO_C,257.09,65893
2024-08-09,DEMO_C,258.75,111108
